BARCODE,PRODUCT SKU,PRODUCT NAME,COLOR,SIZE,SKU FAMILY,NICK NAME,SKU PICKLIST,PRODUCT FULL NAME,PRODUCT SHORT NAME,"NAME, COLOR, SIZE","NAME, COLOR","NAME, SIZE",SKU LEN,LOCATION,CATEGORY
1071,BGR 1.07.00-L,Gulinear Kurung Riau,Dusty Pink,L,BGR,Gulinear,BGR 1.07.00L,Gulinear Kurung Riau Dusty Pink - SIZE: L,Gulinear Kurung Riau Dusty Pink - SIZE: L,Gulinear / Dusty Pink - L,Gulinear / Dusty Pink,Gulinear - L,12,,
1072,BGR 1.07.00-XL,Gulinear Kurung Riau,Dusty Pink,XL,BGR,Gulinear,BGR 1.07.00XL,Gulinear Kurung Riau Dusty Pink - SIZE: XL,Gulinear Kurung Riau Dusty Pink - SIZE: XL,Gulinear / Dusty Pink - XL,Gulinear / Dusty Pink,Gulinear - XL,13,,
1073,BGR 1.07.00-XS,Gulinear Kurung Riau,Dusty Pink,XS,BGR,Gulinear,BGR 1.07.00XS,Gulinear Kurung Riau Dusty Pink - SIZE: XS,Gulinear Kurung Riau Dusty Pink - SIZE: XS,Gulinear / Dusty Pink - XS,Gulinear / Dusty Pink,Gulinear - XS,13,,
1074,BGR 1.07.00-XXL,Gulinear Kurung Riau,Dusty Pink,XXL,BGR,Gulinear,BGR 1.07.00XXL,Gulinear Kurung Riau Dusty Pink - SIZE: XXL,Gulinear Kurung Riau Dusty Pink - SIZE: XXL,Gulinear / Dusty Pink - XXL,Gulinear / Dusty Pink,Gulinear - XXL,14,,
1075,BGR 1.07.00-S,Gulinear Kurung Riau,Dusty Pink,S,BGR,Gulinear,BGR 1.07.00S,Gulinear Kurung Riau Dusty Pink - SIZE: S,Gulinear Kurung Riau Dusty Pink - SIZE: S,Gulinear / Dusty Pink - S,Gulinear / Dusty Pink,Gulinear - S,12,,
1076,BGR 1.07.00-3XL,Gulinear Kurung Riau,Dusty Pink,3XL,BGR,Gulinear,BGR 1.07.003XL,Gulinear Kurung Riau Dusty Pink - SIZE: 3XL,Gulinear Kurung Riau Dusty Pink - SIZE: 3XL,Gulinear / Dusty Pink - 3XL,Gulinear / Dusty Pink,Gulinear - 3XL,14,,
1077,BGR 1.07.00-4XL,Gulinear Kurung Riau,Dusty Pink,4XL,BGR,Gulinear,BGR 1.07.004XL,Gulinear Kurung Riau Dusty Pink - SIZE: 4XL,Gulinear Kurung Riau Dusty Pink - SIZE: 4XL,Gulinear / Dusty Pink - 4XL,Gulinear / Dusty Pink,Gulinear - 4XL,14,,
1078,BGR 1.09.02-M,Gulinear Kurung Riau,Coffee Brown,M,BGR,Gulinear,BGR 1.09.02M,Gulinear Kurung Riau Coffee Brown - SIZE: M,Gulinear Kurung Riau Coffee Brown - SIZE: M,Gulinear / Coffee Brown - M,Gulinear / Coffee Brown,Gulinear - M,12,,
1079,BGR 1.09.02-L,Gulinear Kurung Riau,Coffee Brown,L,BGR,Gulinear,BGR 1.09.02L,Gulinear Kurung Riau Coffee Brown - SIZE: L,Gulinear Kurung Riau Coffee Brown - SIZE: L,Gulinear / Coffee Brown - L,Gulinear / Coffee Brown,Gulinear - L,12,,
1080,BGR 1.09.02-XL,Gulinear Kurung Riau,Coffee Brown,XL,BGR,Gulinear,BGR 1.09.02XL,Gulinear Kurung Riau Coffee Brown - SIZE: XL,Gulinear Kurung Riau Coffee Brown - SIZE: XL,Gulinear / Coffee Brown - XL,Gulinear / Coffee Brown,Gulinear - XL,13,,
1081,BGR 1.09.02-XS,Gulinear Kurung Riau,Coffee Brown,XS,BGR,Gulinear,BGR 1.09.02XS,Gulinear Kurung Riau Coffee Brown - SIZE: XS,Gulinear Kurung Riau Coffee Brown - SIZE: XS,Gulinear / Coffee Brown - XS,Gulinear / Coffee Brown,Gulinear - XS,13,,
1082,BGR 1.09.02-XXL,Gulinear Kurung Riau,Coffee Brown,XXL,BGR,Gulinear,BGR 1.09.02XXL,Gulinear Kurung Riau Coffee Brown - SIZE: XXL,Gulinear Kurung Riau Coffee Brown - SIZE: XXL,Gulinear / Coffee Brown - XXL,Gulinear / Coffee Brown,Gulinear - XXL,14,,
1083,BGR 1.09.02-S,Gulinear Kurung Riau,Coffee Brown,S,BGR,Gulinear,BGR 1.09.02S,Gulinear Kurung Riau Coffee Brown - SIZE: S,Gulinear Kurung Riau Coffee Brown - SIZE: S,Gulinear / Coffee Brown - S,Gulinear / Coffee Brown,Gulinear - S,12,,
1084,BGR 1.09.02-3XL,Gulinear Kurung Riau,Coffee Brown,3XL,BGR,Gulinear,BGR 1.09.023XL,Gulinear Kurung Riau Coffee Brown - SIZE: 3XL,Gulinear Kurung Riau Coffee Brown - SIZE: 3XL,Gulinear / Coffee Brown - 3XL,Gulinear / Coffee Brown,Gulinear - 3XL,14,,
1085,BGR 1.09.02-4XL,Gulinear Kurung Riau,Coffee Brown,4XL,BGR,Gulinear,BGR 1.09.024XL,Gulinear Kurung Riau Coffee Brown - SIZE: 4XL,Gulinear Kurung Riau Coffee Brown - SIZE: 4XL,Gulinear / Coffee Brown - 4XL,Gulinear / Coffee Brown,Gulinear - 4XL,14,,
1094,BGR 1.05.06-M,Gulinear Kurung Riau,Mint Green,M,BGR,Gulinear,BGR 1.05.06M,Gulinear Kurung Riau Mint Green - SIZE: M,Gulinear Kurung Riau Mint Green - SIZE: M,Gulinear / Mint Green - M,Gulinear / Mint Green,Gulinear - M,12,,
1095,BGR 1.05.06-L,Gulinear Kurung Riau,Mint Green,L,BGR,Gulinear,BGR 1.05.06L,Gulinear Kurung Riau Mint Green - SIZE: L,Gulinear Kurung Riau Mint Green - SIZE: L,Gulinear / Mint Green - L,Gulinear / Mint Green,Gulinear - L,12,,
1096,BGR 1.05.06-XL,Gulinear Kurung Riau,Mint Green,XL,BGR,Gulinear,BGR 1.05.06XL,Gulinear Kurung Riau Mint Green - SIZE: XL,Gulinear Kurung Riau Mint Green - SIZE: XL,Gulinear / Mint Green - XL,Gulinear / Mint Green,Gulinear - XL,13,,
1097,BGR 1.05.06-XS,Gulinear Kurung Riau,Mint Green,XS,BGR,Gulinear,BGR 1.05.06XS,Gulinear Kurung Riau Mint Green - SIZE: XS,Gulinear Kurung Riau Mint Green - SIZE: XS,Gulinear / Mint Green - XS,Gulinear / Mint Green,Gulinear - XS,13,,
1098,BGR 1.05.06-XXL,Gulinear Kurung Riau,Mint Green,XXL,BGR,Gulinear,BGR 1.05.06XXL,Gulinear Kurung Riau Mint Green - SIZE: XXL,Gulinear Kurung Riau Mint Green - SIZE: XXL,Gulinear / Mint Green - XXL,Gulinear / Mint Green,Gulinear - XXL,14,,
1099,BGR 1.05.06-S,Gulinear Kurung Riau,Mint Green,S,BGR,Gulinear,BGR 1.05.06S,Gulinear Kurung Riau Mint Green - SIZE: S,Gulinear Kurung Riau Mint Green - SIZE: S,Gulinear / Mint Green - S,Gulinear / Mint Green,Gulinear - S,12,,
1100,BGR 1.05.06-3XL,Gulinear Kurung Riau,Mint Green,3XL,BGR,Gulinear,BGR 1.05.063XL,Gulinear Kurung Riau Mint Green - SIZE: 3XL,Gulinear Kurung Riau Mint Green - SIZE: 3XL,Gulinear / Mint Green - 3XL,Gulinear / Mint Green,Gulinear - 3XL,14,,
1101,BGR 1.05.06-4XL,Gulinear Kurung Riau,Mint Green,4XL,BGR,Gulinear,BGR 1.05.064XL,Gulinear Kurung Riau Mint Green - SIZE: 4XL,Gulinear Kurung Riau Mint Green - SIZE: 4XL,Gulinear / Mint Green - 4XL,Gulinear / Mint Green,Gulinear - 4XL,14,,
1246,BGR 1.05.00-M,Gulinear Kurung Riau,Dark Green,M,BGR,Gulinear,BGR 1.05.00M,Gulinear Kurung Riau Dark Green - SIZE: M,Gulinear Kurung Riau Dark Green - SIZE: M,Gulinear / Dark Green - M,Gulinear / Dark Green,Gulinear - M,12,,
1247,BGR 1.05.00-L,Gulinear Kurung Riau,Dark Green,L,BGR,Gulinear,BGR 1.05.00L,Gulinear Kurung Riau Dark Green - SIZE: L,Gulinear Kurung Riau Dark Green - SIZE: L,Gulinear / Dark Green - L,Gulinear / Dark Green,Gulinear - L,12,,
1248,BGR 1.05.00-XL,Gulinear Kurung Riau,Dark Green,XL,BGR,Gulinear,BGR 1.05.00XL,Gulinear Kurung Riau Dark Green - SIZE: XL,Gulinear Kurung Riau Dark Green - SIZE: XL,Gulinear / Dark Green - XL,Gulinear / Dark Green,Gulinear - XL,13,,
1249,BGR 1.05.00-XXL,Gulinear Kurung Riau,Dark Green,XXL,BGR,Gulinear,BGR 1.05.00XXL,Gulinear Kurung Riau Dark Green - SIZE: XXL,Gulinear Kurung Riau Dark Green - SIZE: XXL,Gulinear / Dark Green - XXL,Gulinear / Dark Green,Gulinear - XXL,14,,
1250,BGR 1.05.00-S,Gulinear Kurung Riau,Dark Green,S,BGR,Gulinear,BGR 1.05.00S,Gulinear Kurung Riau Dark Green - SIZE: S,Gulinear Kurung Riau Dark Green - SIZE: S,Gulinear / Dark Green - S,Gulinear / Dark Green,Gulinear - S,12,,
1251,BGR 1.05.00-XS,Gulinear Kurung Riau,Dark Green,XS,BGR,Gulinear,BGR 1.05.00XS,Gulinear Kurung Riau Dark Green - SIZE: XS,Gulinear Kurung Riau Dark Green - SIZE: XS,Gulinear / Dark Green - XS,Gulinear / Dark Green,Gulinear - XS,13,,
1252,BGR 1.06.03-M,Gulinear Kurung Riau,Dusty Purple,M,BGR,Gulinear,BGR 1.06.03M,Gulinear Kurung Riau Dusty Purple - SIZE: M,Gulinear Kurung Riau Dusty Purple - SIZE: M,Gulinear / Dusty Purple - M,Gulinear / Dusty Purple,Gulinear - M,12,,
1253,BGR 1.06.03-L,Gulinear Kurung Riau,Dusty Purple,L,BGR,Gulinear,BGR 1.06.03L,Gulinear Kurung Riau Dusty Purple - SIZE: L,Gulinear Kurung Riau Dusty Purple - SIZE: L,Gulinear / Dusty Purple - L,Gulinear / Dusty Purple,Gulinear - L,12,,
1254,BGR 1.06.03-XL,Gulinear Kurung Riau,Dusty Purple,XL,BGR,Gulinear,BGR 1.06.03XL,Gulinear Kurung Riau Dusty Purple - SIZE: XL,Gulinear Kurung Riau Dusty Purple - SIZE: XL,Gulinear / Dusty Purple - XL,Gulinear / Dusty Purple,Gulinear - XL,13,,
1255,BGR 1.06.03-XXL,Gulinear Kurung Riau,Dusty Purple,XXL,BGR,Gulinear,BGR 1.06.03XXL,Gulinear Kurung Riau Dusty Purple - SIZE: XXL,Gulinear Kurung Riau Dusty Purple - SIZE: XXL,Gulinear / Dusty Purple - XXL,Gulinear / Dusty Purple,Gulinear - XXL,14,,
1256,BGR 1.06.03-S,Gulinear Kurung Riau,Dusty Purple,S,BGR,Gulinear,BGR 1.06.03S,Gulinear Kurung Riau Dusty Purple - SIZE: S,Gulinear Kurung Riau Dusty Purple - SIZE: S,Gulinear / Dusty Purple - S,Gulinear / Dusty Purple,Gulinear - S,12,,
1257,BGR 1.06.03-XS,Gulinear Kurung Riau,Dusty Purple,XS,BGR,Gulinear,BGR 1.06.03XS,Gulinear Kurung Riau Dusty Purple - SIZE: XS,Gulinear Kurung Riau Dusty Purple - SIZE: XS,Gulinear / Dusty Purple - XS,Gulinear / Dusty Purple,Gulinear - XS,13,,
1258,BGR 1.06.03-4XL,Gulinear Kurung Riau,Dusty Purple,4XL,BGR,Gulinear,BGR 1.06.034XL,Gulinear Kurung Riau Dusty Purple - SIZE: 4XL,Gulinear Kurung Riau Dusty Purple - SIZE: 4XL,Gulinear / Dusty Purple - 4XL,Gulinear / Dusty Purple,Gulinear - 4XL,14,,
1259,BGR 1.08.00-M,Gulinear Kurung Riau,Mustard,M,BGR,Gulinear,BGR 1.08.00M,Gulinear Kurung Riau Mustard - SIZE: M,Gulinear Kurung Riau Mustard - SIZE: M,Gulinear / Mustard - M,Gulinear / Mustard,Gulinear - M,12,,
1260,BGR 1.08.00-L,Gulinear Kurung Riau,Mustard,L,BGR,Gulinear,BGR 1.08.00L,Gulinear Kurung Riau Mustard - SIZE: L,Gulinear Kurung Riau Mustard - SIZE: L,Gulinear / Mustard - L,Gulinear / Mustard,Gulinear - L,12,,
1261,BGR 1.08.00-XL,Gulinear Kurung Riau,Mustard,XL,BGR,Gulinear,BGR 1.08.00XL,Gulinear Kurung Riau Mustard - SIZE: XL,Gulinear Kurung Riau Mustard - SIZE: XL,Gulinear / Mustard - XL,Gulinear / Mustard,Gulinear - XL,13,,
1262,BGR 1.08.00-XXL,Gulinear Kurung Riau,Mustard,XXL,BGR,Gulinear,BGR 1.08.00XXL,Gulinear Kurung Riau Mustard - SIZE: XXL,Gulinear Kurung Riau Mustard - SIZE: XXL,Gulinear / Mustard - XXL,Gulinear / Mustard,Gulinear - XXL,14,,
1263,BGR 1.08.00-S,Gulinear Kurung Riau,Mustard,S,BGR,Gulinear,BGR 1.08.00S,Gulinear Kurung Riau Mustard - SIZE: S,Gulinear Kurung Riau Mustard - SIZE: S,Gulinear / Mustard - S,Gulinear / Mustard,Gulinear - S,12,,
1264,BGR 1.08.00-3XL,Gulinear Kurung Riau,Mustard,3XL,BGR,Gulinear,BGR 1.08.003XL,Gulinear Kurung Riau Mustard - SIZE: 3XL,Gulinear Kurung Riau Mustard - SIZE: 3XL,Gulinear / Mustard - 3XL,Gulinear / Mustard,Gulinear - 3XL,14,,
1265,BGR 1.08.00-4XL,Gulinear Kurung Riau,Mustard,4XL,BGR,Gulinear,BGR 1.08.004XL,Gulinear Kurung Riau Mustard - SIZE: 4XL,Gulinear Kurung Riau Mustard - SIZE: 4XL,Gulinear / Mustard - 4XL,Gulinear / Mustard,Gulinear - 4XL,14,,
1266,BGR 1.08.00-XS,Gulinear Kurung Riau,Mustard,XS,BGR,Gulinear,BGR 1.08.00XS,Gulinear Kurung Riau Mustard - SIZE: XS,Gulinear Kurung Riau Mustard - SIZE: XS,Gulinear / Mustard - XS,Gulinear / Mustard,Gulinear - XS,13,,
1267,BGR 1.03.00-M,Gulinear Kurung Riau,Maroon,M,BGR,Gulinear,BGR 1.03.00M,Gulinear Kurung Riau Maroon - SIZE: M,Gulinear Kurung Riau Maroon - SIZE: M,Gulinear / Maroon - M,Gulinear / Maroon,Gulinear - M,12,,
1268,BGR 1.03.00-L,Gulinear Kurung Riau,Maroon,L,BGR,Gulinear,BGR 1.03.00L,Gulinear Kurung Riau Maroon - SIZE: L,Gulinear Kurung Riau Maroon - SIZE: L,Gulinear / Maroon - L,Gulinear / Maroon,Gulinear - L,12,,
1269,BGR 1.03.00-XL,Gulinear Kurung Riau,Maroon,XL,BGR,Gulinear,BGR 1.03.00XL,Gulinear Kurung Riau Maroon - SIZE: XL,Gulinear Kurung Riau Maroon - SIZE: XL,Gulinear / Maroon - XL,Gulinear / Maroon,Gulinear - XL,13,,
1270,BGR 1.03.00-XXL,Gulinear Kurung Riau,Maroon,XXL,BGR,Gulinear,BGR 1.03.00XXL,Gulinear Kurung Riau Maroon - SIZE: XXL,Gulinear Kurung Riau Maroon - SIZE: XXL,Gulinear / Maroon - XXL,Gulinear / Maroon,Gulinear - XXL,14,,
1271,BGR 1.03.00-S,Gulinear Kurung Riau,Maroon,S,BGR,Gulinear,BGR 1.03.00S,Gulinear Kurung Riau Maroon - SIZE: S,Gulinear Kurung Riau Maroon - SIZE: S,Gulinear / Maroon - S,Gulinear / Maroon,Gulinear - S,12,,
1272,BGR 1.03.00-3XL,Gulinear Kurung Riau,Maroon,3XL,BGR,Gulinear,BGR 1.03.003XL,Gulinear Kurung Riau Maroon - SIZE: 3XL,Gulinear Kurung Riau Maroon - SIZE: 3XL,Gulinear / Maroon - 3XL,Gulinear / Maroon,Gulinear - 3XL,14,,
1273,BGR 1.03.00-4XL,Gulinear Kurung Riau,Maroon,4XL,BGR,Gulinear,BGR 1.03.004XL,Gulinear Kurung Riau Maroon - SIZE: 4XL,Gulinear Kurung Riau Maroon - SIZE: 4XL,Gulinear / Maroon - 4XL,Gulinear / Maroon,Gulinear - 4XL,14,,
1274,BGR 1.03.00-XS,Gulinear Kurung Riau,Maroon,XS,BGR,Gulinear,BGR 1.03.00XS,Gulinear Kurung Riau Maroon - SIZE: XS,Gulinear Kurung Riau Maroon - SIZE: XS,Gulinear / Maroon - XS,Gulinear / Maroon,Gulinear - XS,13,,
1275,BGR 1.11.01-M,Gulinear Kurung Riau,Peach,M,BGR,Gulinear,BGR 1.11.01M,Gulinear Kurung Riau Peach - SIZE: M,Gulinear Kurung Riau Peach - SIZE: M,Gulinear / Peach - M,Gulinear / Peach,Gulinear - M,12,,
1276,BGR 1.11.01-L,Gulinear Kurung Riau,Peach,L,BGR,Gulinear,BGR 1.11.01L,Gulinear Kurung Riau Peach - SIZE: L,Gulinear Kurung Riau Peach - SIZE: L,Gulinear / Peach - L,Gulinear / Peach,Gulinear - L,12,,
1277,BGR 1.11.01-XL,Gulinear Kurung Riau,Peach,XL,BGR,Gulinear,BGR 1.11.01XL,Gulinear Kurung Riau Peach - SIZE: XL,Gulinear Kurung Riau Peach - SIZE: XL,Gulinear / Peach - XL,Gulinear / Peach,Gulinear - XL,13,,
1278,BGR 1.11.01-XXL,Gulinear Kurung Riau,Peach,XXL,BGR,Gulinear,BGR 1.11.01XXL,Gulinear Kurung Riau Peach - SIZE: XXL,Gulinear Kurung Riau Peach - SIZE: XXL,Gulinear / Peach - XXL,Gulinear / Peach,Gulinear - XXL,14,,
1279,BGR 1.11.01-S,Gulinear Kurung Riau,Peach,S,BGR,Gulinear,BGR 1.11.01S,Gulinear Kurung Riau Peach - SIZE: S,Gulinear Kurung Riau Peach - SIZE: S,Gulinear / Peach - S,Gulinear / Peach,Gulinear - S,12,,
1280,BGR 1.11.01-3XL,Gulinear Kurung Riau,Peach,3XL,BGR,Gulinear,BGR 1.11.013XL,Gulinear Kurung Riau Peach - SIZE: 3XL,Gulinear Kurung Riau Peach - SIZE: 3XL,Gulinear / Peach - 3XL,Gulinear / Peach,Gulinear - 3XL,14,,
1281,BGR 1.11.01-4XL,Gulinear Kurung Riau,Peach,4XL,BGR,Gulinear,BGR 1.11.014XL,Gulinear Kurung Riau Peach - SIZE: 4XL,Gulinear Kurung Riau Peach - SIZE: 4XL,Gulinear / Peach - 4XL,Gulinear / Peach,Gulinear - 4XL,14,,
1282,BGR 1.11.01-XS,Gulinear Kurung Riau,Peach,XS,BGR,Gulinear,BGR 1.11.01XS,Gulinear Kurung Riau Peach - SIZE: XS,Gulinear Kurung Riau Peach - SIZE: XS,Gulinear / Peach - XS,Gulinear / Peach,Gulinear - XS,13,,
1502,NLK 1.03.00-M,Naaila Kurung,Maroon,M,NLK,Naaila,NLK 1.03.00M,Naaila Kurung Maroon - SIZE: M,Naaila Kurung Maroon - SIZE: M,Naaila / Maroon - M,Naaila / Maroon,Naaila - M,12,,
1503,NLK 1.03.00-L,Naaila Kurung,Maroon,L,NLK,Naaila,NLK 1.03.00L,Naaila Kurung Maroon - SIZE: L,Naaila Kurung Maroon - SIZE: L,Naaila / Maroon - L,Naaila / Maroon,Naaila - L,12,,
1504,NLK 1.03.00-XL,Naaila Kurung,Maroon,XL,NLK,Naaila,NLK 1.03.00XL,Naaila Kurung Maroon - SIZE: XL,Naaila Kurung Maroon - SIZE: XL,Naaila / Maroon - XL,Naaila / Maroon,Naaila - XL,13,,
1505,NLK 1.03.00-XS,Naaila Kurung,Maroon,XS,NLK,Naaila,NLK 1.03.00XS,Naaila Kurung Maroon - SIZE: XS,Naaila Kurung Maroon - SIZE: XS,Naaila / Maroon - XS,Naaila / Maroon,Naaila - XS,13,,
1506,NLK 1.03.00-S,Naaila Kurung,Maroon,S,NLK,Naaila,NLK 1.03.00S,Naaila Kurung Maroon - SIZE: S,Naaila Kurung Maroon - SIZE: S,Naaila / Maroon - S,Naaila / Maroon,Naaila - S,12,,
1507,NLK 1.03.00-XXL,Naaila Kurung,Maroon,XXL,NLK,Naaila,NLK 1.03.00XXL,Naaila Kurung Maroon - SIZE: XXL,Naaila Kurung Maroon - SIZE: XXL,Naaila / Maroon - XXL,Naaila / Maroon,Naaila - XXL,14,,
1508,NLK 1.03.00-3XL,Naaila Kurung,Maroon,3XL,NLK,Naaila,NLK 1.03.003XL,Naaila Kurung Maroon - SIZE: 3XL,Naaila Kurung Maroon - SIZE: 3XL,Naaila / Maroon - 3XL,Naaila / Maroon,Naaila - 3XL,14,,
1509,NLK 1.03.00-4XL,Naaila Kurung,Maroon,4XL,NLK,Naaila,NLK 1.03.004XL,Naaila Kurung Maroon - SIZE: 4XL,Naaila Kurung Maroon - SIZE: 4XL,Naaila / Maroon - 4XL,Naaila / Maroon,Naaila - 4XL,14,,
1510,NLK 1.04.00-M,Naaila Kurung,Dark Blue,M,NLK,Naaila,NLK 1.04.00M,Naaila Kurung Dark Blue - SIZE: M,Naaila Kurung Dark Blue - SIZE: M,Naaila / Dark Blue - M,Naaila / Dark Blue,Naaila - M,12,,
1511,NLK 1.04.00-L,Naaila Kurung,Dark Blue,L,NLK,Naaila,NLK 1.04.00L,Naaila Kurung Dark Blue - SIZE: L,Naaila Kurung Dark Blue - SIZE: L,Naaila / Dark Blue - L,Naaila / Dark Blue,Naaila - L,12,,
1512,NLK 1.04.00-XL,Naaila Kurung,Dark Blue,XL,NLK,Naaila,NLK 1.04.00XL,Naaila Kurung Dark Blue - SIZE: XL,Naaila Kurung Dark Blue - SIZE: XL,Naaila / Dark Blue - XL,Naaila / Dark Blue,Naaila - XL,13,,
1513,NLK 1.04.00-XS,Naaila Kurung,Dark Blue,XS,NLK,Naaila,NLK 1.04.00XS,Naaila Kurung Dark Blue - SIZE: XS,Naaila Kurung Dark Blue - SIZE: XS,Naaila / Dark Blue - XS,Naaila / Dark Blue,Naaila - XS,13,,
1514,NLK 1.04.00-XXL,Naaila Kurung,Dark Blue,XXL,NLK,Naaila,NLK 1.04.00XXL,Naaila Kurung Dark Blue - SIZE: XXL,Naaila Kurung Dark Blue - SIZE: XXL,Naaila / Dark Blue - XXL,Naaila / Dark Blue,Naaila - XXL,14,,
